"","no.users","Discipline","pc.pro","Business","JD.Second","inv.mlsto.log","client.totinv.log","pc.majpos.log","Billing.Type","majority.pos","return.pdol","Year","b.timespan.cbrt","b.inv.log","code.client","code.contact","mlsto","b.rpdol"
"135",1,"Structural",100,"biz_bldgserv_internal","residential",7.39570292331812,9.03190126869645,4.60517018598809,"Hourly Rate","director",0.441241685144124,2004,"3wk-2.5m","600-2.5k","C2516",NA,"2004.126","0"
"136",4,"Civil",32.97,"engineer","residential",10.5565567941821,9.50669423552512,3.84566950487813,"Fixed Quote","director",-0.446960967296924,2004,"9m-1.5y","8k-60k","C2650",NA,"2004.128","1"
"137",2,"Structural",85,"sign_manufac","art_facade_awn_memb",6.33483096263286,8.44279717778255,4.44265125649032,"Fixed Quote","director",-0.0126165660998354,2004,"2.5m-9m","100-600","C2920",NA,"2004.129","1"
"138",1,"Structural",100,"builder","residential",5.97018784904495,6.02209074064974,4.60517018598809,"Fixed Quote","director",0.5625,2004,"1d-3wk","100-600","C2570",NA,"2004.130","0"
"139",2,"Structural",27.7,"builder","edu_exten_community",11.0565043532973,8.34626251154896,3.91202300542815,"Fixed Quote","director",0.301349113486039,2004,"9m-1.5y","60k-1.8m","C2863",NA,"2004.131","0"
"140",2,"Structural",11.63,"biz_bldgserv_internal","residential",7.8988065009902,9.03190126869645,4.01041932728434,"Fixed Quote","director",0.376,2004,"9m-1.5y","2.5k-8k","C2516",NA,"2004.132","0"
"141",2,"Structural",44.44,"sign_manufac","art_facade_awn_memb",8.04962939072478,8.44279717778255,3.94216416234013,"Hourly Rate","director",0.101928374655647,2004,"3wk-2.5m","2.5k-8k","C2920",NA,"2004.134","0"
"142",2,"Structural",80,"architect","refurb/renovation",8.54676168735877,10.3335464065589,4.38202663467388,"Hourly Rate","director",1.31875881523272,2004,"2.5m-9m","2.5k-8k","C2314",NA,"2004.135","0"
"143",3,"Structural",66.12,"architect","art_facade_awn_memb",8.33930946583924,10.7663823599921,4.19147127295282,"Fixed Quote","director",0.380022724925111,2004,"3wk-2.5m","2.5k-8k","C2053",NA,"2004.136","0"
"144",1,"Structural",100,"sign_manufac","art_facade_awn_memb",8.94088945287369,8.44279717778255,4.60517018598809,"Fixed Quote","director",0.0933632286995516,2004,"3wk-2.5m","2.5k-8k","C2920",NA,"2004.137","0"
"145",1,"Structural",100,"builder","hosp_health_carpark",6.18043580847974,6.02209074064974,4.60517018598809,"Fixed Quote","director",0.243213617899284,2004,"1d-3wk","100-600","C2570",NA,"2004.138","0"
"146",3,"Water",80.75,"biz_bldgserv_internal","flood_h2o_harvest",9.96655200290684,9.74096862303835,4.34976167408661,"Fixed Quote","director",0.782250878020653,2004,"2.5m-9m","8k-60k",NA,NA,"2004.139","0"
"147",3,"Structural",38,"architect","hotel_office_dining",9.4162443769526,10.6552538157508,4.15214166094832,"Fixed Quote","seniortech",0.0852385168788045,2004,"1.5y-3y","8k-60k","C2236",NA,"2004.141","0"
"148",2,"Structural",25.74,"architect","residential",9.77239598846589,9.64035239100384,4.38202663467388,"Fixed Quote","seniortech",0.3715069432539,2004,"1.5y-3y","8k-60k","C2614",NA,"2004.142","0"
"149",1,"Structural",100,"architect","residential",7.11313595153311,9.62046129162054,4.60517018598809,"Fixed Quote","director",-0.169491525423729,2004,"9m-1.5y","600-2.5k","C2406",NA,"2004.143","1"
"150",7,"Structural",22.28,"architect","residential",10.7831227519544,9.64035239100384,4.26745717993075,"Fixed Quote","director",0.454167280975333,2004,">3y","8k-60k","C2614",NA,"2004.144","0"
"151",1,"Structural",100,"sign_manufac","art_facade_awn_memb",6.80483459187859,8.44279717778255,4.60517018598809,"Hourly Rate","director",1.00696864111498,2004,"1d-3wk","600-2.5k","C2920",NA,"2004.148","0"
"152",1,"Structural",100,"architect","edu_exten_community",7.36445037981401,7.13886699994552,4.60517018598809,"Fixed Quote","director",0.4,2004,"3wk-2.5m","600-2.5k",NA,NA,"2004.149","0"
"153",2,"Structural",12.96,"architect","edu_exten_community",8.30272001840695,9.02182527474674,4.18737942818929,"Fixed Quote","director",-0.604252442696491,2004,"2.5m-9m","2.5k-8k","C2302",NA,"2004.150","1"
"154",7,"Water",74.59,"developer/real estate","waste_wat_manage",10.6715237033482,10.4939226516826,4.23497569196185,"Fixed Quote","director",0.256438236099699,2004,">3y","8k-60k","C2411",NA,"2004.153","0"
"155",2,"Structural",9.52,"sign_manufac","hotel_office_dining",7.69295444678605,8.44279717778255,4.40195180348115,"Fixed Quote","director",0.787538304392237,2004,"1d-3wk","600-2.5k","C2920",NA,"2004.154","0"
"156",3,"Civil",76.81,"developer/real estate","civBldg_subdiv_sewer",7.55204899370882,10.328779797444,4.32227663026811,"Fixed Quote","director",-0.01089962583374,2004,"2.5m-9m","600-2.5k","C2966",NA,"2004.156","1"
"157",1,"Civil",100,"person","hotel_office_dining",7.82648583941058,7.60090245954208,4.60517018598809,"Hourly Rate","director",0.203731567860367,2004,"3wk-2.5m","2.5k-8k",NA,NA,"2004.157","0"
"158",2,"Structural",85.58,"road_rail_gov_util","edu_exten_community",9.77773883287638,9.12287434619491,4.44945161098867,"Fixed Quote","director",1.21218074656189,2004,"2.5m-9m","8k-60k","C2021",NA,"2004.158","0"
"159",5,"Civil",63.36,"developer/real estate","civBldg_subdiv_sewer",12.6882082015868,10.9548149934773,4.094177881665,"Fixed Quote","seniorpro",0.344951590882603,2004,"1.5y-3y","60k-1.8m","C2572",NA,"2004.159","0"
"160",2,"Structural",36.51,"architect","edu_exten_community",8.5019780847318,9.35044747216883,3.96328629936569,"Fixed Quote","director",-0.233208136188479,2004,"9m-1.5y","2.5k-8k","C2666",NA,"2004.160","1"
"161",1,"Structural",100,"architect","residential",9.11571848768733,9.02182527474674,4.60517018598809,"Fixed Quote","director",0.675455500040386,2004,"9m-1.5y","8k-60k","C2302",NA,"2004.163","0"
"162",2,"Structural",50.56,"developer/real estate","residential",11.0647720577986,10.8391886779301,3.9231607498386,"Hourly Rate","director",0.350282942281893,2004,"1.5y-3y","60k-1.8m",NA,NA,"2004.164","0"
"163",3,"Structural",26.16,"developer/real estate","hosp_health_carpark",10.2151545875267,10.9548149934773,4.21331208128614,"Hourly Rate","director",-0.158708055433231,2004,"9m-1.5y","8k-60k","C2572",NA,"2004.165","1"
"164",2,"Structural",48.53,"architect","edu_exten_community",9.60987705896811,8.93047169529196,3.99911771227908,"Hourly Rate","seniorpro",0.326977223941345,2004,"9m-1.5y","8k-60k","C2056",NA,"2004.166","0"
"165",2,"Structural",43.96,"architect","residential",8.92842591817136,8.93047169529196,3.96328629936569,"Fixed Quote","director",0.174004192872117,2004,"9m-1.5y","2.5k-8k","C2056",NA,"2004.167","0"
"166",2,"Structural",50.64,"architect","residential",10.559797596915,9.5446631573241,3.92474177783592,"Fixed Quote","director",0.341011615490226,2004,">3y","8k-60k","C2875",NA,"2004.168","0"
"167",2,"Structural",32.35,"architect","residential",8.10789829884876,8.36603536187465,4.28040910529489,"Fixed Quote","seniorpro",0.0119331742243437,2004,"2.5m-9m","2.5k-8k","C2351",NA,"2004.169","0"
"168",2,"Civil",18.18,"architect","art_facade_awn_memb",7.91349804973319,7.6879146698647,4.60517018598809,"Hourly Rate","director",1.22351082802548,2004,">3y","2.5k-8k",NA,NA,"2004.171","0"
"169",3,"Structural",24.8,"biz_bldgserv_internal","edu_exten_community",8.66805302508879,9.03190126869645,4.24420031776648,"Hourly Rate","seniorpro",0.0351366424986057,2004,"1.5y-3y","2.5k-8k","C2516",NA,"2004.172","0"
"170",2,"Water",100,"road_rail_gov_util","civBldg_subdiv_sewer",7.47266396445425,7.24708058458576,4.47597224751641,"Fixed Quote","director",-0.0701986754966887,2004,"2.5m-9m","600-2.5k",NA,NA,"2004.173","1"
"171",2,"Structural",19.75,"architect","residential",8.23195094751874,8.93047169529196,4.31748811353631,"Fixed Quote","director",0.406964474147028,2004,"9m-1.5y","2.5k-8k","C2056",NA,"2004.174","0"
"172",1,"Structural",100,"biz_bldgserv_internal","residential",5.07189419387244,9.03190126869645,4.60517018598809,"Fixed Quote","director",-0.151533333333333,2004,"1d-3wk","100-600","C2516",NA,"2004.177","1"
"173",3,"Civil",41.67,"architect","civBldg_subdiv_sewer",9.63234954133737,10.6552538157508,3.82231709234365,"Hourly Rate","director",2.11931649255185,2004,"2.5m-9m","8k-60k","C2236",NA,"2004.178","0"
"174",3,"Structural",8.29,"architect","residential",10.1492814527882,10.6552538157508,4.31748811353631,"Hourly Rate","midtech",-0.0193717850497975,2007,"1.5y-3y","8k-60k","C2236",NA,"2004.179","1"
"175",2,"Structural",45.99,"architect","hotel_office_dining",9.96655200290684,10.6552538157508,3.88259419473733,"Hourly Rate","director",0.405655697039854,2004,"1.5y-3y","8k-60k","C2236",NA,"2004.180","0"
"176",2,"Structural",58.06,"hosp_institut_health","hosp_health_carpark",7.70431820543637,7.85652094539749,4.06147695859648,"Fixed Quote","director",0.415433826469412,2004,"3wk-2.5m","600-2.5k","C2939",NA,"2004.181","0"
"177",2,"Structural",14.29,"architect","residential",7.74852429794086,9.64035239100384,4.46002880031842,"Fixed Quote","director",0.121212121212121,2004,"1d-3wk","600-2.5k","C2614",NA,"2004.182","0"
"178",2,"Structural",42.08,"architect","residential",9.73617944398999,9.50459157039558,3.76676599277101,"Hourly Rate","director",0.331890505548705,2004,">3y","8k-60k","C2656",NA,"2004.184","0"
"179",2,"Structural",27.12,"engineer","hosp_health_carpark",8.16295807603179,10.0494467737871,4.28040910529489,"Fixed Quote","director",1.28087324861518,2004,"3wk-2.5m","2.5k-8k","C2704",NA,"2004.187","0"
"180",2,"Structural",52.92,"architect","art_facade_awn_memb",9.15554825457533,8.50512061018197,3.96878133924676,"Fixed Quote","director",0.120712034118302,2004,">3y","8k-60k","C2142",NA,"2004.189","0"
"181",2,"Structural",34.19,"sign_manufac","art_facade_awn_memb",8.09651297662363,8.44279717778255,4.17776617036117,"Fixed Quote","director",0.448714404202378,2004,"9m-1.5y","2.5k-8k","C2920",NA,"2004.191","0"
"182",2,"Structural",56,"hosp_institut_health","edu_exten_community",7.46981089547184,7.24422751560335,4.02535169073515,"Hourly Rate","director",0.513922681805894,2004,"2.5m-9m","600-2.5k",NA,NA,"2004.192","0"
"183",2,"Water",97.67,"engineer","flood_h2o_harvest",8.45060443356008,9.48310041262579,4.58159444945939,"Fixed Quote","director",0.754735605170388,2004,"2.5m-9m","2.5k-8k","C2384",NA,"2004.194","0"
"184",1,"Structural",100,"builder","hosp_health_carpark",6.33627436487091,6.02209074064974,4.60517018598809,"Fixed Quote","director",0.33269259204495,2004,"1d-3wk","100-600","C2570",NA,"2004.195","0"
"185",2,"Structural",75.09,"architect","residential",10.2517309451405,10.1896059030117,4.31868739411179,"Fixed Quote","director",0.123897104510998,2004,"1.5y-3y","8k-60k","C2690",NA,"2004.196","0"
"186",2,"Structural",21.74,"sign_manufac","edu_exten_community",7.08204536446307,8.44279717778255,4.60517018598809,"Fixed Quote","seniorpro",0.474010861132661,2004,"2.5m-9m","600-2.5k","C2920",NA,"2004.197","0"
"187",4,"Structural",33.28,"developer/real estate","residential",10.5730353396634,10.9548149934773,4.27430221608671,"Fixed Quote","director",0.131802796408725,2004,"9m-1.5y","8k-60k","C2572",NA,"2004.199","0"
"188",3,"Structural",42.55,"architect","residential",9.80748730827715,8.93047169529196,4.04147107261503,"Fixed Quote","director",0.659798534798535,2004,"9m-1.5y","8k-60k","C2056",NA,"2004.201","0"
"189",1,"Structural",100,"architect","edu_exten_community",6.91019510753642,9.64035239100384,4.60517018598809,"Hourly Rate","director",0.939393939393939,2004,"1d-3wk","600-2.5k","C2614",NA,"2004.203","0"
"190",2,"Structural",65,"biz_bldgserv_internal","residential",6.55352016359769,9.03190126869645,4.17438726989564,"Hourly Rate","director",0.25069793411502,2004,"2.5m-9m","600-2.5k","C2516",NA,"2004.205","0"
"191",2,"Structural",67.92,"architect","residential",8.88884381081941,8.93047169529196,4.21833054200309,"Fixed Quote","director",0.703226091307803,2004,"9m-1.5y","2.5k-8k","C2056",NA,"2004.207","0"
"192",1,"Structural",100,"architect","residential",9.44587408269784,9.50459157039558,4.60517018598809,"Fixed Quote","director",-0.418286537077034,2004,"2.5m-9m","8k-60k","C2656",NA,"2004.209","1"
"193",3,"Civil",100,"builder","residential",9.97307480077821,9.74749142090972,3.92296294546648,"Fixed Quote","director",0.428020029209264,2004,"2.5m-9m","8k-60k",NA,NA,"2004.211","0"
"194",1,"Structural",100,"sign_manufac","art_facade_awn_memb",5.49858293843224,8.44279717778255,4.60517018598809,"Hourly Rate","director",0.3,2004,"1d-3wk","100-600","C2920",NA,"2004.212","0"
"195",1,"Structural",100,"engineer","residential",7.60334228809636,10.0494467737871,4.60517018598809,"Fixed Quote","director",0.6,2004,"1d-3wk","600-2.5k","C2704",NA,"2004.213","0"
"196",4,"Water",100,"engineer","civBldg_subdiv_sewer",11.2285828163156,9.48310041262579,4.5560849782976,"Hourly Rate","director",0.398474704546778,2004,"1.5y-3y","60k-1.8m","C2384",NA,"2004.216","0"
"197",1,"Water",100,"enviro_water","flood_h2o_harvest",5.92936585452469,9.52515111181622,4.60517018598809,"Hourly Rate","director",1,2004,"1d-3wk","100-600","C2575",NA,"2004.217","0"
"198",2,"Structural",27.27,"sign_manufac","edu_exten_community",6.44019147829068,8.44279717778255,4.31748811353631,"Hourly Rate","midpro",0.592356687898089,2004,"3wk-2.5m","600-2.5k","C2920",NA,"2004.218","0"
"199",2,"Structural",20,"sign_manufac","art_facade_awn_memb",6.44019147829068,8.44279717778255,4.60517018598809,"Fixed Quote","director",2.78787878787879,2004,"3wk-2.5m","600-2.5k","C2920",NA,"2004.219","0"
"200",2,"Structural",43.18,"road_rail_gov_util","sign_product",8.14493957052911,8.46589989702869,4.00551334851548,"Hourly Rate","seniorpro",0.88034188034188,2004,"1d-3wk","2.5k-8k","C2141",NA,"2004.220","0"
"201",2,"Structural",8.62,"sign_manufac","art_facade_awn_memb",8.9619121012014,8.44279717778255,4.38202663467388,"Hourly Rate","director",0.50416817687568,2004,"2.5m-9m","2.5k-8k","C2920",NA,"2004.221","0"
"202",4,"Civil",29.69,"unknown","refurb/renovation",11.0812661154781,10.4159617167124,4.25049324471203,"Fixed Quote","director",-0.13891723009878,2004,">3y","60k-1.8m","C2579",NA,"2004.222","1"
"203",2,"Structural",19.23,"architect","residential",7.05807617435008,8.93047169529196,4.60517018598809,"Fixed Quote","director",0.191393705844573,2004,"3wk-2.5m","600-2.5k","C2056",NA,"2004.224","0"
"204",1,"Structural",100,"enviro_water","heritage_expert",7.53880376695879,8.31471953826891,4.60517018598809,"Fixed Quote","director",1,2004,"1d-3wk","600-2.5k","C2713",NA,"2004.226","0"
"205",1,"Structural",100,"artist_landarch","art_facade_awn_memb",5.52390074641653,8.41396151927333,4.60517018598809,"Fixed Quote","director",1,2004,"1d-3wk","100-600","C2425",NA,"2004.227","0"
"206",1,"Structural",100,"architect","residential",8.65939496234568,9.5446631573241,4.60517018598809,"Fixed Quote","director",0.559322033898305,2004,"3wk-2.5m","2.5k-8k","C2875",NA,"2004.228","0"
"207",2,"Structural",44.1,"architect","edu_exten_community",11.1755123487438,9.35044747216883,4.12519702570487,"Fixed Quote","seniorpro",1.0572563894157,2004,"9m-1.5y","60k-1.8m","C2666",NA,"2004.229","0"
"208",2,"Structural",23.53,"architect","residential",9.63477461058984,10.6552538157508,4.14440376209484,"Fixed Quote","midpro",0.601575319986872,2004,"9m-1.5y","8k-60k","C2236",NA,"2004.230","0"
"209",1,"Structural",100,"architect","residential",8.36297920992514,9.02182527474674,4.60517018598809,"Hourly Rate","director",0.488574537540805,2004,"9m-1.5y","2.5k-8k","C2302",NA,"2004.231","0"
"210",1,"Water",100,"town planner","waste_wat_manage",6.62251303508464,9.66667855285783,4.60517018598809,"Hourly Rate","director",0.714285714285714,2004,"1d-3wk","600-2.5k","C2186",NA,"2004.232","0"
"211",1,"Structural",100,"engineer","edu_exten_community",7.46981089547184,10.0494467737871,4.60517018598809,"Hourly Rate","director",0.333333333333333,2004,"1d-3wk","600-2.5k","C2704",NA,"2004.234","0"
"212",2,"Structural",60,"architect","refurb/renovation",7.6639669099128,9.35044747216883,4.0943445622221,"Fixed Quote","director",-0.166666666666667,2004,"3wk-2.5m","600-2.5k","C2666",NA,"2004.235","1"
"213",2,"Structural",4.44,"sign_manufac","art_facade_awn_memb",7.35648221016484,8.44279717778255,4.60517018598809,"Hourly Rate","director",1.54712175241977,2004,"1d-3wk","600-2.5k","C2920",NA,"2004.236","0"
"214",1,"Structural",100,"sign_manufac","art_facade_awn_memb",6.33483096263286,8.44279717778255,4.60517018598809,"Fixed Quote","director",0.829268292682927,2004,"1d-3wk","100-600","C2920",NA,"2004.237","0"
"215",1,"Structural",100,"biz_bldgserv_internal","residential",6.11168741131865,9.03190126869645,4.60517018598809,"Fixed Quote","seniorpro",0.6,2004,"3wk-2.5m","100-600","C2516",NA,"2004.239","0"
"216",6,"Structural",43.25,"architect","edu_exten_community",12.0100615353606,9.35044747216883,3.64675452781327,"Fixed Quote","director",0.209160422409871,2004,">3y","60k-1.8m","C2666",NA,"2004.240","0"
"217",1,"Structural",100,"architect","residential",6.62251303508464,9.35044747216883,4.60517018598809,"Fixed Quote","director",1,2004,"1d-3wk","600-2.5k","C2666",NA,"2004.243","0"
"218",1,"Structural",100,"biz_bldgserv_internal","hosp_health_carpark",5.4286005665622,9.03190126869645,4.60517018598809,"Fixed Quote","director",0.212133333333333,2004,"1d-3wk","100-600","C2516",NA,"2004.244","0"
"219",3,"Water",57.75,"engineer","flood_h2o_harvest",9.61824530863863,9.48310041262579,4.07940011483628,"Fixed Quote","seniorpro",-0.163564886453933,2004,"2.5m-9m","8k-60k","C2384",NA,"2004.245","1"
"220",3,"Structural",28.57,"road_rail_gov_util","edu_exten_community",8.891196576403,9.07754356661921,4.12971170605939,"Fixed Quote","director",0.337946943483276,2004,"2.5m-9m","2.5k-8k","C2483",NA,"2004.247","0"
"221",2,"Structural",48.57,"sign_manufac","art_facade_awn_memb",7.82648583941058,8.44279717778255,3.76676599277101,"Fixed Quote","seniorpro",0.6,2004,"3wk-2.5m","2.5k-8k","C2920",NA,"2004.249","0"
"222",2,"Structural",18.48,"architect","residential",10.0377776739582,9.11904711352979,3.93064846955131,"Fixed Quote","seniortech",-0.207785444603567,2004,"1.5y-3y","8k-60k",NA,NA,"2004.250","1"
"223",1,"Water",100,"engineer","flood_h2o_harvest",7.14434783486994,9.48310041262579,4.60517018598809,"Hourly Rate","director",0.339165562913907,2004,"2.5m-9m","600-2.5k","C2384",NA,"2004.253","0"
"224",1,"Structural",100,"architect","residential",7.99632242626822,7.87283617502572,4.60517018598809,"Fixed Quote","director",1.0040899795501,2005,"3wk-2.5m","2.5k-8k","C2684",NA,"2004.254","0"
