"","X","no.users","Discipline","pc.pro","Business","JD.Second","inv.mlsto.log","client.totinv.log","pc.majpos.log","Billing.Type","majority.pos","return.pdol","Year","b.timespan.cbrt","b.inv.log","code.client","code.contact","mlsto","b.rpdol","f.rpdol","log","rf","boost","norm.log","norm.rf","norm.boost"
"1131",1131,6,"Structural",64.17,"architect","residential",10.8420291583131,10.175078352088,3.98861360758986,"Hourly Rate","midpro",-0.136999734686967,2010,"1.5y-3y","8k-60k","C2619","CN1450","2010.051",1,"loss",0.270898037016664,0.384,0.244499196825503,0.647046192568682,0.619677335393187,-1.40854325503987
"1132",1132,1,"Structural",100,"builder","industrial",9.67009251982541,10.1390923391488,4.60517018598809,"Fixed Quote","director",0.284839945400907,2010,">3y","8k-60k","C2918","CN1631","2010.053",0,"profit",0.0971552511592171,0.065,0.0689556007993179,0.459715090048307,0.254950975679639,-2.67429244817496
"1133",1133,3,"Structural",36.43,"architect","residential",9.30624415545375,10.6552538157508,4.15214166094832,"Fixed Quote","midtech",0.250645982083941,2010,"9m-1.5y","8k-60k","C2236","CN1876","2010.055",0,"profit",0.431342544178578,0.253,0.182831964632301,0.755568943363143,0.502991053598372,-1.6991877740215
"1134",1134,3,"Water",100,"hosp_institut_health","flood_h2o_harvest",9.17468320681653,8.50545860973384,4.52720864451838,"Hourly Rate","seniorpro",1.09669811320755,2010,"2.5m-9m","8k-60k","C2391","CN1463","2010.056",0,"profit",0.0697428225769452,0.188,0.116021766511372,0.411623195598942,0.433589667773576,-2.15397746313898
"1135",1135,1,"Structural",100,"builder","sign_product",6.3735700178669,7.63034960506481,4.60517018598809,"Hourly Rate","seniorpro",0.52112676056338,2010,"1d-3wk","100-600","C2491",NA,"2010.058",0,"profit",0.0418273203986954,0.012,0.0333511145764616,0.34712563005175,0.109544511501033,-3.4006640865954
"1136",1136,2,"Structural",100,"architect","edu_exten_community",9.09996935763731,9.64035239100384,4.51655752763149,"Fixed Quote","midpro",0.0735198438516591,2010,"9m-1.5y","8k-60k","C2614",NA,"2010.061",0,"profit",0.152951693588544,0.258,0.226262158549521,0.534791829324065,0.507937003968012,-1.48606095840062
"1137",1137,2,"Structural",100,"sign_manufac","sign_product",7.40846649214891,8.59460783336366,3.91202300542815,"Hourly Rate","director",0.551020408163265,2010,"1d-3wk","600-2.5k","C2206","CN1096","2010.063",0,"profit",0.0200905746661569,0.274,0.0847751474643528,0.271850907091875,0.523450093132096,-2.46775285149271
"1138",1138,4,"Structural",92.68,"artist_landarch","art_facade_awn_memb",8.27761044559736,8.41396151927333,3.93613008077138,"Fixed Quote","midpro",0.542553191489362,2010,"2.5m-9m","2.5k-8k","C2425","CN1747","2010.064",0,"profit",0.0869706135252383,0.078,0.0438275746865539,0.443054866562941,0.279284800875379,-3.12749210063516
"1139",1139,2,"Structural",73.44,"architect","edu_exten_community",9.31654593898158,9.64035239100384,4.29646874631224,"Fixed Quote","director",1.37565217391304,2010,"9m-1.5y","8k-60k","C2614","CN1368","2010.065",0,"profit",0.122367444709747,0.085,0.19631617942181,0.496464992624617,0.291547594742265,-1.62802875918176
"1140",1140,1,"Structural",100,"uni_school","residential",6.63308121335199,6.5510803350434,4.60517018598809,"Hourly Rate","seniorpro",0.647058823529412,2010,"1d-3wk","600-2.5k",NA,NA,"2010.066",0,"profit",0.0125010284613397,0.045,0.03453271049676,0.232085806432311,0.212132034355964,-3.36584827379562
"1141",1141,1,"Structural",100,"builder","art_facade_awn_memb",7.03377304270749,8.32320059219371,4.60517018598809,"Fixed Quote","director",1.17708333333333,2010,"1d-3wk","600-2.5k","C2113",NA,"2010.068",0,"profit",0.0152667651818057,0.033,0.032586411534845,0.248074624079939,0.18165902124585,-3.42385990158929
"1142",1142,1,"Structural",100,"sign_manufac","art_facade_awn_memb",5.78578335296478,8.59460783336366,4.60517018598809,"Hourly Rate","seniorpro",0.764705882352941,2010,"1d-3wk","100-600","C2206","CN1096","2010.069",0,"profit",0.0418557283000661,0.015,0.0862731191049802,0.347204198149903,0.122474487139159,-2.45023721139503
"1143",1143,1,"Structural",100,"hosp_institut_health","hosp_health_carpark",6.82723722779295,6.74523634948436,4.60517018598809,"Hourly Rate","seniorpro",0.464381083642002,2010,"1d-3wk","600-2.5k",NA,NA,"2010.070",0,"profit",0.0215212375422164,0.013,0.0349396467947667,0.278156415014888,0.114017542509914,-3.35413308323497
"1144",1144,1,"Structural",100,"engineer","edu_exten_community",7.90604688916488,8.26230094178745,4.60517018598809,"Fixed Quote","seniorpro",1.85714285714286,2010,"1d-3wk","2.5k-8k","C2039",NA,"2010.071",0,"profit",0.00729636664325885,0.004,0.0271926968482626,0.193955552250913,0.0632455532033676,-3.60480683995793
"1145",1145,3,"Structural",80.86,"architect","residential",9.43210319265993,9.35010231435134,3.97236523443431,"Hourly Rate","seniorpro",0.0790523105794042,2010,"2.5m-9m","8k-60k",NA,NA,"2010.072",0,"profit",0.0992336495772485,0.164,0.128728312201283,0.462970147019699,0.404969134626332,-2.05005120254948
"1146",1146,6,"Structural",95.43,"developer/real estate","industrial",10.7520603144689,10.6700594361603,4.01728351608564,"Hourly Rate","midpro",0.325750809663483,2010,"2.5m-9m","8k-60k",NA,NA,"2010.073",0,"profit",0.159078584469182,0.192,0.112692230090107,0.541839388680524,0.438178046004133,-2.18309480361295
"1147",1147,3,"Civil",100,"developer/real estate","waste_wat_manage",9.67112009313043,9.58911921482184,4.08799108824993,"Fixed Quote","midpro",-0.185224360369045,2010,"2.5m-9m","8k-60k",NA,NA,"2010.075",1,"loss",0.218443920332124,0.143,0.185269714517855,0.60225440799508,0.378153408023781,-1.68594259931925
"1148",1148,7,"Civil",74.56,"builder","parks and open spaces",9.92507472428409,10.1390923391488,4.01746351788614,"Hourly Rate","midpro",0.428150977802692,2010,"1.5y-3y","8k-60k","C2918",NA,"2010.076",0,"profit",0.178904429007253,0.496,0.334339453332062,0.563473761162214,0.70427267446636,-1.0955984747749
"1149",1149,4,"Civil",95.34,"builder","civBldg_subdiv_sewer",9.67214661161235,10.1390923391488,4.3395104975708,"Fixed Quote","director",0.347465437788018,2010,"1.5y-3y","8k-60k","C2918",NA,"2010.077",0,"profit",0.22537382613911,0.132,0.0929690803821858,0.608556855564067,0.363318042491699,-2.37548831011771
"1150",1150,1,"Structural",100,"uni_school","art_facade_awn_memb",7.12078441969712,8.01052557779891,4.60517018598809,"Hourly Rate","director",0.52,2010,"1d-3wk","600-2.5k","C2379",NA,"2010.078",0,"profit",0.00557150484924841,0.021,0.0272535083265836,0.177279086133344,0.144913767461894,-3.60257302023026
"1151",1151,1,"Structural",100,"hosp_institut_health","hosp_health_carpark",5.92554529533994,7.85652094539749,4.60517018598809,"Hourly Rate","director",0.4375,2010,"1d-3wk","100-600","C2939","CN1925","2010.079",0,"profit",0.0661718004129333,0.006,0.0539125731878164,0.404474348100644,0.0774596669241483,-2.92039155947946
"1152",1152,1,"Structural",100,"architect","residential",6.77284315572715,10.6552538157508,4.60517018598809,"Fixed Quote","director",0.4375,2010,"1d-3wk","600-2.5k","C2236","CN1876","2010.080",0,"profit",0.0444717442859521,0.004,0.035044059932856,0.354292034242607,0.0632455532033676,-3.35114915396215
"1153",1153,8,"Structural",63.95,"person","residential",11.1934034544033,11.1114025760947,3.82842398155183,"Fixed Quote","midpro",-0.0751053686174255,2010,">3y","60k-1.8m",NA,NA,"2010.082",1,"loss",0.361077264733081,0.584,0.369727596437504,0.712087531276937,0.764198926981712,-0.994988770335789
"1154",1154,1,"Structural",100,"resources","edu_exten_community",7.02415758400805,7.33138769104575,4.60517018598809,"Hourly Rate","director",0.848214285714286,2010,"1d-3wk","600-2.5k","C2274",NA,"2010.084",0,"profit",0.058219153088889,0.034,0.0428483348465694,0.387574588405936,0.184390889145858,-3.15008849475014
"1155",1155,1,"Structural",100,"person","edu_exten_community",7.12951809966588,7.0475172213573,4.60517018598809,"Fixed Quote","director",0.0267857142857143,2010,"2.5m-9m","600-2.5k",NA,NA,"2010.085",0,"profit",0.419118260042355,0.223,0.193491860047396,0.748362805045473,0.472228758124704,-1.64251983433566
"1156",1156,7,"Structural",94.24,"architect","edu_exten_community",9.62881348690598,12.8242972838027,4.37676280499878,"Fixed Quote","seniorpro",1.22929936305732,2010,"2.5m-9m","8k-60k","C2108","CN1487","2010.086",0,"profit",0.120191331976083,0.097,0.138101392051967,0.493504423013693,0.311448230047949,-1.97976713858897
"1157",1157,13,"Structural",55.5,"architect","edu_exten_community",10.6642070180859,10.5589069050351,3.95546556327098,"Fixed Quote","seniorpro",-0.198862432201394,2010,"9m-1.5y","8k-60k","C2688","CN1557","2010.088",1,"loss",0.347397103277655,0.334,0.326444172862245,0.702978534928842,0.577927331071996,-1.1194963315249
"1158",1158,17,"Structural",55.66,"architect","edu_exten_community",11.246738991889,10.7663823599921,3.6691868207682,"Fixed Quote","midpro",-0.126140094539776,2010,">3y","60k-1.8m","C2053","CN1140","2010.089",1,"loss",0.392881609759572,0.363,0.330268529774011,0.732409384207873,0.602494813255683,-1.10784922882969
"1159",1159,1,"Structural",100,"road_rail_gov_util","hotel_office_dining",8.63385246825299,8.67190028784364,4.60517018598809,"Fixed Quote","director",0.363508967871602,2010,"3wk-2.5m","2.5k-8k","C2828",NA,"2010.091",0,"profit",0.0309108202430035,0.042,0.04402801230108,0.313836541977769,0.204939015319192,-3.12292920442883
"1160",1160,2,"Structural",100,"architect","edu_exten_community",7.37501855808137,10.7663823599921,4.38202663467388,"Hourly Rate","seniorpro",0.484848484848485,2010,"1d-3wk","600-2.5k","C2053",NA,"2010.092",0,"profit",0.0275022976739616,0.168,0.0793327455273208,0.301848943043856,0.409878030638384,-2.53410430332571
"1161",1161,1,"Structural",100,"sign_manufac","residential",6.29660897673077,6.21460809842219,4.60517018598809,"Hourly Rate","director",0.5625,2010,"1d-3wk","100-600",NA,NA,"2010.094",0,"profit",0.0947702299266338,0.074,0.151029759440746,0.455922100430924,0.272029410174709,-1.89027837919635
"1162",1162,4,"Water",100,"lawyer_bodyC","heritage_expert",10.8628682575701,10.7808673792615,4.33060175268169,"Fixed Quote","director",0.210923328717109,2010,"9m-1.5y","8k-60k",NA,NA,"2010.095",0,"profit",0.0303761705113482,0.094,0.0512716807779851,0.312016581244528,0.306594194335118,-2.97061671084919
"1163",1163,7,"Structural",72.69,"architect","residential",9.86501427737684,9.35573252190187,4.02927256547839,"Fixed Quote","seniorpro",0.277377521613833,2010,"9m-1.5y","8k-60k","C2032","CN1702","2010.096",0,"profit",0.271030158142983,0.368,0.403650432481396,0.647151366921901,0.606630035524124,-0.907206041714966
"1164",1164,16,"Structural",51.9,"architect","edu_exten_community",11.7333569650572,10.6552538157508,3.81418964507938,"Fixed Quote","seniorpro",0.441488232078011,2010,"1.5y-3y","60k-1.8m","C2236","CN1876","2010.100",0,"profit",0.353858222474561,0.225,0.24905459481821,0.707309944063265,0.474341649025257,-1.39008315025255
"1165",1165,2,"Structural",59.02,"road_rail_gov_util","art_facade_awn_memb",7.39522126539888,8.59415423255237,4.07787636951479,"Hourly Rate","director",-0.250936329588015,2010,"1d-3wk","600-2.5k","C2557","CN1413","2010.103",1,"loss",0.0149859474115868,0.041,0.0765624211004733,0.246544168563202,0.202484567313166,-2.56964890876805
"1166",1166,1,"Structural",100,"builder","edu_exten_community",6.61869247589989,8.34626251154896,4.60517018598809,"Hourly Rate","director",0.4375,2010,"1d-3wk","600-2.5k","C2863",NA,"2010.104",0,"profit",0.0173480262108229,0.012,0.029759942748113,0.258870973288804,0.109544511501033,-3.51459199280562
"1167",1167,2,"Civil",31.39,"engineer","waste_wat_manage",8.97899943105241,8.89699855274382,4.2284382967028,"Fixed Quote","midtech",0.219858156028369,2010,"9m-1.5y","2.5k-8k",NA,NA,"2010.105",0,"profit",0.557088968539618,0.321,0.303234609792896,0.822826340958913,0.566568618968612,-1.1932484833349
"1168",1168,4,"Civil",86.21,"developer/real estate","waste_wat_manage",9.35651064080201,11.2221456661813,4.45678618022183,"Hourly Rate","seniorpro",0.865085306680753,2010,"3wk-2.5m","8k-60k","C2543",NA,"2010.106",0,"profit",0.0786405325362791,0.159,0.141567953071808,0.428432244008812,0.398748040747538,-1.95497544345113
"1169",1169,6,"Structural",33.7,"architect","edu_exten_community",8.86155833419231,10.0459540950504,4.1940390562533,"Fixed Quote","midtech",0.719244696130112,2010,"2.5m-9m","2.5k-8k","C2134","CN1507","2010.107",0,"profit",0.459653429673545,0.485,0.626895168977813,0.771750349754264,0.696419413859206,-0.466975946940533
"1170",1170,1,"Structural",100,"artist_landarch","residential",7.17207771408468,7.80026548219089,4.60517018598809,"Fixed Quote","director",0.371428571428571,2010,"1d-3wk","600-2.5k","C2278",NA,"2010.108",0,"profit",0.0244417313246574,0.056,0.0259152645699884,0.290208852028813,0.236643191323985,-3.65292311824775
"1171",1171,7,"Civil",58.5,"builder","civBldg_subdiv_sewer",8.932805074065,10.1390923391488,3.6831128592196,"Hourly Rate","midtech",-0.016381891844284,2010,"2.5m-9m","2.5k-8k","C2918","CN1155","2010.109",1,"loss",0.480847543426381,0.599,0.610836461530291,0.78343409342191,0.773950902835574,-0.492926012706988
"1172",1172,4,"Structural",91.15,"sign_manufac","sign_product",9.24078476337037,7.90557069678047,4.43497480899198,"Fixed Quote","midpro",0.377947043888284,2010,"9m-1.5y","8k-60k","C2854","CN1398","2010.110",0,"profit",0.125041371806506,0.207,0.150423899502374,0.500055156324011,0.454972526643093,-1.89429797382488
"1173",1173,1,"Structural",100,"builder","industrial",8.0013570689692,8.32320059219371,4.60517018598809,"Fixed Quote","director",0.227678571428571,2010,"2.5m-9m","2.5k-8k","C2113",NA,"2010.112",0,"profit",0.136124332217586,0.028,0.0521400573457912,0.514412982724638,0.167332005306815,-2.95382177063482
"1174",1174,1,"Structural",100,"architect","hosp_health_carpark",7.59952172891161,8.89168349522497,4.60517018598809,"Hourly Rate","director",0.352941176470588,2010,"2.5m-9m","600-2.5k","C2262",NA,"2010.113",0,"profit",0.194833883702317,0.1,0.187962983781865,0.579724288003878,0.316227766016838,-1.67151023031582
"1175",1175,2,"Structural",100,"sign_manufac","sign_product",8.08836844595883,8.59460783336366,4.55387689160054,"Fixed Quote","seniorpro",0.690140845070423,2010,"2.5m-9m","2.5k-8k","C2206","CN1096","2010.114",0,"profit",0.0507816679367216,0.027,0.084226965771878,0.370313024454509,0.16431676725155,-2.47424015043231
"1176",1176,4,"Water",100,"engineer","waste_wat_manage",10.585286008413,9.50669423552512,3.9419700817961,"Fixed Quote","seniorpro",0.475101214574899,2010,"1.5y-3y","8k-60k","C2650","CN1538","2010.116",0,"profit",0.137028070788453,0.154,0.136230181412,0.515548880085398,0.392428337406972,-1.99340931354536
"1177",1177,29,"Civil",82.12,"developer/real estate","flood_h2o_harvest",13.4312595763309,12.1456017337747,3.36729582998647,"Fixed Quote","seniorpro",0.13204736859172,2010,">3y","60k-1.8m","C2522","CN1406","2010.117",0,"profit",0.644388063600628,0.273,0.106181725527665,0.863738932719329,0.522494019104525,-2.24260326099176
"1178",1178,8,"Structural",43.21,"builder","residential",9.5924458427351,10.4423570452036,3.84631046206276,"Fixed Quote","seniortech",0.13797001322574,2010,"2.5m-9m","8k-60k","C2297","CN1902","2010.118",0,"profit",0.475105499282705,0.583,0.633159898323826,0.78030313621991,0.763544366752843,-0.457032284749889
"1179",1179,6,"Structural",100,"sign_manufac","sign_product",10.2621727490869,8.59460783336366,4.21803603456465,"Fixed Quote","seniorpro",0.418392040871202,2010,">3y","8k-60k","C2206","CN1096","2010.120",0,"profit",0.105672607138847,0.101,0.122237776657238,0.472774605380046,0.317804971641414,-2.10178714206999
"1180",1180,3,"Structural",31.03,"architect","residential",8.42721880498501,10.6552538157508,4.01041932728434,"Fixed Quote","midtech",1.92361111111111,2010,"9m-1.5y","2.5k-8k","C2236","CN1876","2010.121",0,"profit",0.545138769859319,0.399,0.303016738041119,0.816900239288573,0.63166446789415,-1.1939672339387
"1181",1181,3,"Water",100,"road_rail_gov_util","flood_h2o_harvest",11.1327321409246,11.050731262616,4.19449151082704,"Fixed Quote","seniorpro",0.340373610790742,2010,"2.5m-9m","60k-1.8m",NA,NA,"2010.124",0,"profit",0.0484897679482907,0.089,0.0556224527710548,0.36465600403858,0.298328677803526,-2.88916833242417
"1182",1182,1,"Structural",100,"person","edu_exten_community",6.3919191565351,6.30991827822652,4.60517018598809,"Hourly Rate","seniorpro",0.0628019323671498,2010,"1d-3wk","100-600",NA,NA,"2010.127",0,"profit",0.103584131359995,0.275,0.167532579030212,0.469639275591934,0.524404424085076,-1.78657744495711
"1183",1183,1,"Structural",100,"lawyer_bodyC","edu_exten_community",7.82266528022582,7.74066440191724,4.60517018598809,"Hourly Rate","director",0.382967849003963,2010,"1d-3wk","600-2.5k",NA,NA,"2010.129",0,"profit",0.00581249781373554,0.065,0.0255780241657248,0.179799136160982,0.254950975679639,-3.6660217271859
"1184",1184,4,"Structural",83.44,"builder","edu_exten_community",9.31995641731774,10.4423570452036,4.36348071738678,"Fixed Quote","seniorpro",0.540940603335207,2010,"2.5m-9m","8k-60k","C2297","CN1902","2010.133",0,"profit",0.0954631324845394,0.108,0.0997690610807953,0.457030545522249,0.3286335345031,-2.30489715293798
"1185",1185,7,"Civil",57.21,"unknown","flood_h2o_harvest",10.1252503732199,10.0432494949113,3.71015158938948,"Fixed Quote","midtech",-0.361182090878791,2010,">3y","8k-60k",NA,NA,"2010.134",1,"loss",0.432204653401126,0.604,0.517051399379855,0.756071984761775,0.777174369109018,-0.659612990885701
"1186",1186,2,"Structural",99.35,"biz_bldgserv_internal","residential",8.85499840327858,8.77299752496999,4.59864896899783,"Hourly Rate","seniorpro",0.440200724839699,2010,"1.5y-3y","2.5k-8k",NA,NA,"2010.136",0,"profit",0.175726930357885,0.22,0.137095494996115,0.560117885851576,0.469041575982343,-1.98707755220893
"1187",1187,3,"Structural",79.17,"architect","residential",8.89929866217516,9.99913858333506,4.58466130935655,"Fixed Quote","director",-0.271844660194175,2010,"9m-1.5y","2.5k-8k","C2250",NA,"2010.137",1,"loss",0.289183681879825,0.197,0.204140364062082,0.661288942622973,0.443846820423443,-1.58894746261422
"1188",1188,3,"Structural",93.99,"sign_manufac","residential",9.07356440103449,7.90557069678047,4.50236196600641,"Hourly Rate","midpro",0.325909240924092,2010,"2.5m-9m","8k-60k","C2854","CN1398","2010.140",0,"profit",0.060703164665422,0.23,0.0809513628239383,0.393010159866625,0.479583152331272,-2.5139067636211
