"","X","no.users","Discipline","pc.pro","Business","JD.Second","inv.mlsto.log","client.totinv.log","pc.majpos.log","Billing.Type","majority.pos","return.pdol","Year","b.timespan.cbrt","b.inv.log","code.client","code.contact","mlsto","b.rpdol","f.rpdol","log","rf","boost","norm.log","norm.rf","norm.boost"
"1733",1733,11,"Structural",53.67,"architect","edu_exten_community",11.4335055896012,10.7663823599921,3.50254987592244,"Fixed Quote","midtech",0.287490119997126,2012,"1.5y-3y","60k-1.8m","C2053","CN1828","2012.233.3",0,"profit",0.389874472818197,0.337,0.440177325586732,0.730535962703169,0.580517010948,-0.820577620560517
"1734",1734,1,"Structural",100,"person","refurb/renovation",6.60975781601966,6.5792512120101,4.60517018598809,"Hourly Rate","director",0.285714285714286,2012,"3wk-2.5m","600-2.5k",NA,NA,"2012.234.3",0,"profit",0.19306323842945,0.105,0.24533498678244,0.577962767872528,0.324037034920393,-1.40513070934174
"1735",1735,1,"Structural",100,"biz_bldgserv_internal","heritage_expert",8.81006405989329,9.24292856156933,4.60517018598809,"Fixed Quote","director",0.128472222222222,2012,"2.5m-9m","2.5k-8k","C2361","CN1745","2012.235.3",0,"profit",0.0203536241006002,0.235,0.069694484778013,0.273032230182444,0.484767985741633,-2.663634092352
"1736",1736,4,"Environmental Planning",99.99,"road_rail_gov_util","flood_h2o_harvest",10.4120899556888,10.7943090803508,4.47881299711157,"Fixed Quote","seniorpro",-0.241387419165197,2012,"2.5m-9m","8k-60k","C2006",NA,"2012.236.6",1,"loss",0.165053852096629,0.371,0.184799485981749,0.548540319122965,0.609097693313642,-1.68848390126247
"1737",1737,1,"Structural",100,"artist_landarch","art_facade_awn_memb",8.50687780090554,8.41396151927333,4.60517018598809,"Hourly Rate","director",0.578947368421053,2012,"2.5m-9m","2.5k-8k","C2425","CN1316","2012.237.3",0,"profit",0.0200991157050465,0.021,0.0653197232927948,0.271889425323327,0.144913767461894,-2.72846124706774
"1738",1738,1,"Civil",0,"architect","civBldg_subdiv_sewer",7.12058343978565,10.7663823599921,4.60517018598809,"Fixed Quote","seniortech",0.363636363636364,2012,"1d-3wk","600-2.5k","C2053","CN1812","2012.240.2",0,"profit",0.392358128975635,0.423,0.241823990708868,0.73208394889548,0.650384501660364,-1.41954512856488
"1739",1739,2,"Structural",100,"architect","edu_exten_community",5.55196752187181,10.7663823599921,4.60517018598809,"Fixed Quote","director",-0.479166666666667,2012,"2.5m-9m","100-600","C2053","CN1812","2012.240.3",1,"loss",0.595764549358152,0.431,0.639493955612136,0.841443356241777,0.656505902486794,-0.447078109748117
"1740",1740,2,"Structural",78.95,"architect","edu_exten_community",8.84335003752675,10.949842397964,4.36881474070165,"Hourly Rate","director",0.183098591549296,2012,"3wk-2.5m","2.5k-8k","C2680",NA,"2012.241.3",0,"profit",0.0501797943552162,0.114,0.097831550404989,0.368844200341743,0.337638860322683,-2.32450815268796
"1741",1741,2,"Structural",45,"person","residential",7.68019922772107,7.64969262371151,4.00733318523247,"Fixed Quote","seniortech",0.0880829015544041,2012,"3wk-2.5m","600-2.5k",NA,NA,"2012.242.3",0,"profit",0.689405218660272,0.518,0.630746285920284,0.883401614971327,0.719722168617863,-0.460851579832989
"1742",1742,4,"Civil",100,"developer/real estate","waste_wat_manage",7.52604854789382,7.76429600645052,3.7227976723174,"Fixed Quote","gradpro",0.384615384615385,2012,"1d-3wk","600-2.5k","C2648",NA,"2012.243.2",0,"profit",0.217995349289081,0.391,0.220156812200123,0.601841885614532,0.625299928034539,-1.5134152038109
"1743",1743,1,"Structural",100,"person","hosp_health_carpark",6.71511833167749,6.68461172766793,4.60517018598809,"Fixed Quote","seniorpro",0.428571428571429,2012,"1d-3wk","600-2.5k",NA,NA,"2012.245.3",0,"profit",0.102395824562584,0.349,0.142506224658638,0.467836479145821,0.590762219509677,-1.94836959841245
"1744",1744,2,"Structural",100,"architect","hosp_health_carpark",7.12058343978565,8.13707121597169,4.45852460564661,"Fixed Quote","director",-0.30635838150289,2012,"2.5m-9m","600-2.5k","C2049","CN1145","2012.248.3",1,"loss",0.267516725091479,0.462,0.416531604205908,0.644342799611348,0.679705818718657,-0.875792939807657
"1745",1745,2,"Environmental Planning",100,"road_rail_gov_util","waste_wat_manage",8.5193003209041,10.6722826439353,4.33493502714003,"Fixed Quote","seniorpro",-0.116363636363636,2012,"2.5m-9m","2.5k-8k","C2967","CN1803","2012.250.6",1,"loss",0.192897935221884,0.085,0.116413186330386,0.577797767740268,0.291547594742265,-2.15060946547571
"1746",1746,5,"Structural",34.55,"uni_school","residential",9.10215945621185,8.16799026231621,4.18128649235591,"Fixed Quote","seniortech",0.232130219391366,2012,"2.5m-9m","8k-60k","C2726","CN1117","2012.252.3",0,"profit",0.198758565935318,0.355,0.167798198777102,0.583591043689807,0.595818764390649,-1.7849932193505
"1747",1747,7,"Structural",58.21,"architect","edu_exten_community",11.2475662004331,10.949842397964,3.73289633953071,"Fixed Quote","seniortech",-0.315970573447027,2012,"9m-1.5y","60k-1.8m","C2680","CN1447","2012.253.3",1,"loss",0.221539278367224,0.392,0.259415318605147,0.605085731872985,0.626099033699941,-1.34932495485287
"1748",1748,2,"Structural",94.64,"architect","industrial",8.21919572845376,12.8242972838027,4.55008021967013,"Fixed Quote","seniorpro",-0.0673575129533679,2012,"1.5y-3y","2.5k-8k","C2108","CN1816","2012.254.3",1,"loss",0.211466148223977,0.192,0.168758748553443,0.595772269556216,0.438178046004133,-1.77928510729365
"1749",1749,1,"Structural",100,"builder","edu_exten_community",6.60975781601966,6.5792512120101,4.60517018598809,"Fixed Quote","director",0.8,2012,"1d-3wk","600-2.5k",NA,NA,"2012.260.3",0,"profit",0.0379150097085104,0.038,0.0408845986554502,0.335946708610786,0.194935886896179,-3.19700184784171
"1750",1750,1,"Structural",100,"uni_school","edu_exten_community",6.20429270791149,8.23462070941196,4.60517018598809,"Fixed Quote","director",0,2012,"1d-3wk","100-600","C2806","CN1455","2012.263.3",1,"loss",0.0166115436239652,0.005,0.0283946081151686,0.255154557713119,0.0707106781186548,-3.56155600693944
"1751",1751,1,"Structural",100,"road_rail_gov_util","edu_exten_community",7.34372699109986,10.6722826439353,4.60517018598809,"Hourly Rate","director",0.5625,2012,"3wk-2.5m","600-2.5k","C2967",NA,"2012.264.3",0,"profit",0.0601789296138759,0.024,0.071963883579761,0.391875536664942,0.154919333848297,-2.63159090276571
"1752",1752,1,"Structural",100,"architect","art_facade_awn_memb",7.34372699109986,12.8242972838027,4.60517018598809,"Fixed Quote","seniorpro",1.38095238095238,2012,"1d-3wk","600-2.5k","C2108","CN1816","2012.265.3",0,"profit",0.0303415962881835,0.136,0.0505477453686555,0.311898156986386,0.368781778291715,-2.98483693651519
"1753",1753,1,"Structural",100,"enviro_water","residential",7.81373062034559,9.27281457637735,4.60517018598809,"Fixed Quote","seniorpro",0.490683229813665,2012,"3wk-2.5m","600-2.5k","C2621","CN1024","2012.267.3",0,"profit",0.12545021380055,0.111,0.0670888429165908,0.500599565821675,0.333166624979154,-2.70173752429044
"1754",1754,1,"Structural",100,"builder","edu_exten_community",8.13218435146413,7.52833176670725,4.60517018598809,"Fixed Quote","director",0.422413793103448,2012,"3wk-2.5m","2.5k-8k","C2024","CN1694","2012.269.3",0,"profit",0.035037709203644,0.02,0.0356956466749416,0.327224064383653,0.14142135623731,-3.33272653951045
"1755",1755,2,"Environmental Planning",100,"town planner","waste_wat_manage",7.85455261486585,7.82404601085629,4.60517018598809,"Fixed Quote","director",0.157407407407407,2012,"2.5m-9m","2.5k-8k",NA,NA,"2012.270.6",0,"profit",0.389479167819616,0.465,0.299497791539461,0.730288975364782,0.681909084849293,-1.20564823527866
"1756",1756,1,"Water",100,"developer/real estate","waste_wat_manage",10.1422270951241,10.3739791876876,4.60517018598809,"Fixed Quote","director",2.66517857142857,2012,"2.5m-9m","8k-60k","C2602",NA,"2012.271.4",0,"profit",0.128324095596082,0.159,0.0963731180991588,0.504393410284464,0.398748040747538,-2.33952797414627
"1757",1757,2,"Water",100,"biz_bldgserv_internal","waste_wat_manage",11.9960924192516,11.4927686749658,4.60025814162707,"Fixed Quote","director",-0.0115748619731731,2012,"9m-1.5y","60k-1.8m","C2512",NA,"2012.272.4",1,"loss",0.0925655791094359,0.277,0.137215654185162,0.452358936295217,0.526307894677631,-1.9862014726395
"1758",1758,5,"Environmental Planning",100,"road_rail_gov_util","waste_wat_manage",9.02269096618257,9.48303570211964,4.40988496280228,"Hourly Rate","seniorpro",-0.0769230769230769,2012,"1d-3wk","8k-60k","C2591",NA,"2012.274.6",1,"loss",0.00916983442014829,0.178,0.103816102650005,0.209308644200358,0.42190046219458,-2.26513418877906
"1759",1759,2,"Structural",100,"builder","edu_exten_community",8.38518086592802,8.58858318750291,4.56881735652229,"Fixed Quote","seniorpro",0.0786802030456853,2012,"2.5m-9m","2.5k-8k","C2019","CN1291","2012.276.3",0,"profit",0.0906129179326953,0.25,0.088948945697168,0.449155482637178,0.5,-2.41969271769863
"1760",1760,8,"Structural",48.83,"architect","edu_exten_community",10.4181059745408,10.4181059745408,3.58850647996715,"Fixed Quote","midtech",-0.0515536973390497,2014,"9m-1.5y","8k-60k",NA,"CN1098","2012.277.3",1,"loss",0.507274950937878,0.556,0.49672401155312,0.797531427468838,0.74565407529229,-0.699720715872752
"1761",1761,4,"Structural",100,"sign_manufac","art_facade_awn_memb",10.0954142074975,10.064907603488,3.95278099790031,"Fixed Quote","midpro",0.166440692770457,2012,"9m-1.5y","8k-60k",NA,NA,"2012.278.3",0,"profit",0.0784220649414973,0.119,0.135169506841325,0.428035140179509,0.344963766213207,-2.00122568192595
"1762",1762,1,"Structural",100,"biz_bldgserv_internal","residential",8.34435887140777,8.31385226739821,4.60517018598809,"Fixed Quote","director",0.0851063829787234,2012,"9m-1.5y","2.5k-8k",NA,NA,"2012.280.3",0,"profit",0.168479214683829,0.634,0.139077465251564,0.552308986810469,0.796241169495775,-1.97272419711954
"1763",1763,1,"Structural",100,"builder","residential",8.5476997954258,8.58858318750291,4.60517018598809,"Fixed Quote","director",0.25,2012,"3wk-2.5m","2.5k-8k","C2019","CN1291","2012.282.3",0,"profit",0.0549462622047652,0.005,0.0431291801899259,0.380171349788733,0.0707106781186548,-3.1435554763879
"1764",1764,1,"Structural",100,"biz_bldgserv_internal","heritage_expert",6.42743625922571,9.24292856156933,4.60517018598809,"Fixed Quote","seniorpro",0.714285714285714,2012,"1d-3wk","600-2.5k","C2361","CN1745","2012.283.3",0,"profit",0.0178480011322407,0.013,0.0512954926067344,0.261334368519015,0.114017542509914,-2.97015239408211
"1765",1765,1,"Environmental Planning",100,"developer/real estate","waste_wat_manage",8.47189808200952,8.70034773451408,4.60517018598809,"Fixed Quote","director",0.492753623188406,2012,"3wk-2.5m","2.5k-8k","C2272","CN1872","2012.285.6",0,"profit",0.176382955216166,0.063,0.14613642861478,0.560814032129668,0.250998007960223,-1.92321465102648
"1766",1766,1,"Structural",100,"enviro_water","heritage_expert",8.92613623114604,9.27281457637735,4.60517018598809,"Fixed Quote","seniorpro",0.608737427606816,2012,"2.5m-9m","2.5k-8k","C2621","CN1024","2012.287.3",0,"profit",0.025904487544338,0.019,0.0623687965501767,0.295886398549378,0.137840487520902,-2.77469018396172
"1767",1767,2,"Structural",100,"enviro_water","residential",8.61535844389961,9.27281457637735,4.30945594183905,"Fixed Quote","seniorpro",0.287803656880964,2012,"2.5m-9m","2.5k-8k","C2621","CN1024","2012.288.3",0,"profit",0.129435977322708,0.212,0.0872669513556129,0.505846018182301,0.460434577328854,-2.43878345189238
"1768",1768,1,"Structural",100,"hosp_institut_health","hosp_health_carpark",6.24511470243175,8.98532006064911,4.60517018598809,"Hourly Rate","director",0.5625,2012,"1.5y-3y","100-600","C2385","CN1257","2012.289.3",0,"profit",0.498763580323504,0.4,0.511771972843262,0.793045754674013,0.632455532033676,-0.669876118687822
"1769",1769,2,"Structural",100,"architect","sign_product",8.91926335185828,9.5446631573241,4.32426509781533,"Fixed Quote","director",0.063049853372434,2012,"2.5m-9m","2.5k-8k","C2875",NA,"2012.291.3",0,"profit",0.156680589717814,0.165,0.1208328070326,0.53910298001249,0.406201920231798,-2.11334744895728
"1770",1770,4,"Structural",100,"person","residential",10.230666941148,9.54206923370383,3.91481909273015,"Fixed Quote","gradpro",0.363440587788194,2012,"1.5y-3y","8k-60k","C2285","CN1837","2012.292.3",0,"profit",0.511903714141367,0.38,0.332355060875257,0.799949847971329,0.616441400296898,-1.10155142106345
"1771",1771,1,"Structural",100,"person","art_facade_awn_memb",6.89743988847144,9.54206923370383,4.60517018598809,"Hourly Rate","director",0.333333333333333,2012,"1d-3wk","600-2.5k","C2285","CN1837","2012.295.3",0,"profit",0.0243115470023233,0.087,0.0563277169159391,0.289692686751089,0.294957624075052,-2.87656855741458
"1772",1772,4,"Civil",48,"architect","civBldg_subdiv_sewer",8.6284743626762,10.949842397964,3.95124371858143,"Fixed Quote","midtech",1.52873563218391,2013,"2.5m-9m","2.5k-8k","C2680","CN1838","2012.297.2",0,"profit",0.588939350291477,0.434,0.493988350218737,0.838217758628168,0.658786763680024,-0.705243344625451
"1773",1773,9,"Structural",53.53,"architect","edu_exten_community",11.6025496734629,10.949842397964,3.83902211254366,"Fixed Quote","midtech",-0.143330103359173,2012,"1.5y-3y","60k-1.8m","C2680","CN1838","2012.297.3",1,"loss",0.310051364934133,0.401,0.38448506734195,0.676827323007604,0.633245607959503,-0.955850327352495
"1774",1774,1,"Structural",100,"artist_landarch","residential",8.21919572845376,8.41396151927333,4.60517018598809,"Hourly Rate","director",0.551724137931034,2012,"3wk-2.5m","2.5k-8k","C2425","CN1544","2012.298.3",0,"profit",0.0318529963768294,0.021,0.0502912499366143,0.316993310492601,0.144913767461894,-2.98992417453139
"1775",1775,1,"Structural",100,"sign_manufac","sign_product",6.20429270791149,7.9311050831497,4.60517018598809,"Fixed Quote","director",0.5,2012,"1d-3wk","100-600","C2403","CN1336","2012.299.3",0,"profit",0.0888703356421733,0.028,0.0534247444089369,0.446257580840836,0.167332005306815,-2.92948126189811
"1776",1776,1,"Civil",100,"road_rail_gov_util","heritage_expert",10.7542584521651,10.6722826439353,4.60517018598809,"Hourly Rate","seniorpro",0.108259119189948,2012,"3wk-2.5m","8k-60k","C2967","CN1579","2012.300.2",0,"profit",0.0106916308948278,0.106,0.0540680381651348,0.220300078764543,0.325576411921994,-2.91751205948793
"1777",1777,3,"Civil",100,"architect","civBldg_subdiv_sewer",7.7689947265042,9.67705735611611,4.16697525325701,"Fixed Quote","seniorpro",0.211081794195251,2012,"2.5m-9m","600-2.5k","C2730","CN1161","2012.304.2",0,"profit",0.572014571268294,0.658,0.607422479686461,0.830110098748653,0.81117199162693,-0.498530717364088
"1778",1778,3,"Structural",55.47,"architect","hotel_office_dining",10.3260362443217,9.67705735611611,4.01584233406714,"Fixed Quote","seniorpro",0.204631972723225,2012,"9m-1.5y","8k-60k","C2730","CN1161","2012.304.3",0,"profit",0.234868401353096,0.228,0.169378550999983,0.616985366845156,0.477493455452533,-1.77561912225439
"1779",1779,1,"Structural",100,"biz_bldgserv_internal","sign_product",6.24511470243175,7.43543801981455,4.60517018598809,"Fixed Quote","director",-0.21875,2012,"2.5m-9m","100-600","C2883","CN1049","2012.305.3",1,"loss",0.436010315717915,0.251,0.253040048696732,0.758284632906991,0.500999001995014,-1.37420750753799
"1780",1780,3,"Structural",100,"sign_manufac","sign_product",7.81164511385457,7.73921552671735,3.96328629936569,"Hourly Rate","director",0.674825174825175,2012,"2.5m-9m","600-2.5k","C2642","CN1550","2012.306.3",0,"profit",0.187626393744509,0.144,0.183380617913535,0.572485701028687,0.379473319220205,-1.6961914067863
"1781",1781,2,"Structural",50,"person","residential",7.93151365600198,7.90100705199242,3.91202300542815,"Fixed Quote","seniortech",1.25,2012,"3wk-2.5m","2.5k-8k",NA,NA,"2012.307.3",0,"profit",0.412014626828396,0.453,0.48056110074545,0.744110691673852,0.673052746818554,-0.732800897895471
"1782",1782,3,"Structural",100,"architect","edu_exten_community",7.86410682767066,10.0459540950504,3.91202300542815,"Fixed Quote","director",0.926717557251908,2012,"2.5m-9m","2.5k-8k","C2134","CN1499","2012.308.3",0,"profit",0.140645788640545,0.015,0.0904551256654921,0.520046579457342,0.122474487139159,-2.40290140025011
"1783",1783,1,"Structural",100,"person","refurb/renovation",7.34372699109986,6.96602418710611,4.60517018598809,"Hourly Rate","director",1.67857142857143,2012,"1d-3wk","600-2.5k","C2839","CN1476","2012.310.3",0,"profit",0.0655829921742732,0.025,0.0892520157134318,0.403271077574405,0.158113883008419,-2.41629127355298
"1784",1784,1,"Structural",100,"sign_manufac","refurb/renovation",7.90334277903528,7.73921552671735,4.60517018598809,"Hourly Rate","director",1.05078125,2012,"2.5m-9m","2.5k-8k","C2642","CN1550","2012.312.3",0,"profit",0.0188205627606704,0.07,0.0534791125442317,0.265997487872098,0.264575131106459,-2.92846412104779
"1785",1785,3,"Structural",82,"sign_manufac","residential",9.84516294283907,9.51905005641805,3.90540112911926,"Fixed Quote","director",-0.025039957378796,2012,"9m-1.5y","8k-60k","C2205","CN1176","2012.316.3",1,"loss",0.0894963726049399,0.202,0.0907794648108035,0.447303000133701,0.449444101084885,-2.3993221774239
"1786",1786,3,"Structural",35.19,"builder","waste_wat_manage",8.0451729744745,10.4423570452036,4.17145991243962,"Fixed Quote","seniortech",-0.108983799705449,2012,"3wk-2.5m","2.5k-8k","C2297","CN1902","2012.320.3",1,"loss",0.235215148288118,0.242,0.197248375583735,0.617288845428487,0.491934955049954,-1.62329155460699
"1787",1787,14,"Civil",84.64,"biz_bldgserv_internal","parks and open spaces",11.3219745954372,11.011554999975,4.24118285732624,"Hourly Rate","director",0.175948345439871,2012,"1.5y-3y","60k-1.8m","C2819",NA,"2012.325.2",0,"profit",0.118927903054004,0.484,0.371064289538529,0.491769119443487,0.695701085237043,-0.991379944221343
"1788",1788,2,"Structural",100,"developer/real estate","sign_product",9.03012594467009,8.99961934066053,4.59663385496581,"Hourly Rate","seniorpro",0.375212224108659,2012,"2.5m-9m","8k-60k",NA,NA,"2012.327.3",0,"profit",0.0388493955704544,0.241,0.144793440152673,0.338684058573814,0.490917508345343,-1.93244710286975
"1789",1789,1,"Structural",100,"road_rail_gov_util","refurb/renovation",8.45338911595456,8.422882511945,4.60517018598809,"Fixed Quote","seniorpro",1.16666666666667,2012,"9m-1.5y","2.5k-8k",NA,NA,"2012.330.3",0,"profit",0.0803737352579177,0.171,0.0825538214237217,0.43155688599411,0.413521462562707,-2.49430481745582
"1790",1790,3,"Water",100,"biz_bldgserv_internal","waste_wat_manage",10.5956506700143,11.4927686749658,3.94739014926544,"Fixed Quote","director",-0.103607770582794,2012,"2.5m-9m","8k-60k","C2512",NA,"2012.331.4",1,"loss",0.138917127138107,0.17,0.157089071643811,0.517907179069669,0.412310562561766,-1.85094229919676
"1791",1791,5,"Structural",57.78,"architect","edu_exten_community",8.13218435146413,9.33565056294163,3.84310155996172,"Fixed Quote","director",0.137931034482759,2012,"9m-1.5y","2.5k-8k","C2207","CN1186","2012.332.3",0,"profit",0.376614242321759,0.397,0.567945519826016,0.722158033000053,0.630079360080935,-0.565729780660467
"1792",1792,3,"Structural",100,"architect","hosp_health_carpark",9.02382092455401,8.99331432054445,4.38738724091598,"Fixed Quote","seniorpro",-0.209252497030678,2012,"1.5y-3y","8k-60k",NA,"CN1121","2012.334.3",1,"loss",0.0826850141957036,0.165,0.15933943236428,0.435654564288107,0.406201920231798,-1.83671855745449
"1793",1793,4,"Structural",67.79,"architect","edu_exten_community",9.45595835560269,8.70764824810691,4.18525112090978,"Fixed Quote","seniorpro",0.0269151138716356,2012,"9m-1.5y","8k-60k","C2482",NA,"2012.335.3",0,"profit",0.160280606628054,0.252,0.169387263678501,0.543200706123075,0.501996015920445,-1.77556768448739
"1794",1794,2,"Water",100,"engineer","waste_wat_manage",8.41073394035264,8.38022733634308,4.46544824281295,"Hourly Rate","seniorpro",0.758064516129032,2012,"3wk-2.5m","2.5k-8k",NA,NA,"2012.338.4",0,"profit",0.0333267386699462,0.11,0.0834054472390167,0.321808569877114,0.33166247903554,-2.48404165713384
"1795",1795,4,"Structural",69.84,"architect","edu_exten_community",9.43517944544583,9.40467284143627,3.65273400747758,"Fixed Quote","midpro",0.011240632805995,2012,"9m-1.5y","8k-60k",NA,NA,"2012.340.3",0,"profit",0.282034741016294,0.264,0.2511983903767,0.655794146612417,0.513809303146605,-1.38151225214469
"1796",1796,2,"Environmental Planning",100,"builder","residential",7.34372699109986,7.3132203870903,4.56943937603229,"Fixed Quote","gradpro",0.522842639593909,2012,"3wk-2.5m","600-2.5k",NA,NA,"2012.342.6",0,"profit",0.500426468117575,0.178,0.20952121661602,0.793926120503162,0.42190046219458,-1.5629302721175
"1797",1797,1,"Structural",100,"architect","refurb/renovation",6.89743988847144,8.13707121597169,4.60517018598809,"Hourly Rate","director",0.0909090909090909,2012,"3wk-2.5m","600-2.5k","C2049","CN1145","2012.343.3",0,"profit",0.0958845616981899,0.009,0.0820198920758567,0.457702090256723,0.0948683298050514,-2.50079347484625
"1798",1798,1,"Structural",100,"architect","edu_exten_community",8.81006405989329,10.7663823599921,4.60517018598809,"Fixed Quote","seniorpro",2.31632653061224,2012,"2.5m-9m","2.5k-8k","C2053","CN1099","2012.345.3",0,"profit",0.12478485023173,0.015,0.0705752443654873,0.499712968900132,0.122474487139159,-2.65107584235496
"1799",1799,3,"Structural",58.82,"architect","edu_exten_community",9.27331416612324,10.0459540950504,4.02320653438876,"Fixed Quote","director",0.401628222523745,2012,"2.5m-9m","8k-60k","C2134","CN1499","2012.346.3",0,"profit",0.127997784877762,0.082,0.1095984224992,0.503965512775412,0.286356421265527,-2.21093229782728
"1800",1800,9,"Structural",91.2,"artist_landarch","wharf_bridge",10.7346547087052,9.17984508136626,4.12987256828125,"Fixed Quote","midpro",0.132121506969476,2012,"1.5y-3y","8k-60k","C2790","CN1789","2012.349.3",0,"profit",0.0507059529568244,0.406,0.475556944088765,0.370128888519808,0.63718129288296,-0.743268647933954
"1801",1801,2,"Structural",100,"architect","edu_exten_community",8.74859773779269,10.3065634754797,4.60517018598809,"Fixed Quote","seniorpro",0.59387222946545,2012,"9m-1.5y","2.5k-8k","C2235","CN1578","2012.352.3",0,"profit",0.135067092232527,0.253,0.183807803623134,0.513077752227874,0.502991053598372,-1.69386461281747
"1802",1802,3,"Structural",48.77,"architect","residential",9.0148581306589,8.98435152664934,3.89711239269239,"Fixed Quote","seniortech",0.216047256097561,2012,"2.5m-9m","8k-60k",NA,NA,"2012.355.3",0,"profit",0.328414854503948,0.271,0.235555188783416,0.689934079331357,0.520576603392815,-1.44581004570505
"1803",1803,1,"Structural",100,"artist_landarch","edu_exten_community",9.25470254275619,8.53402670938415,4.60517018598809,"Fixed Quote","director",0.816411897165439,2012,"2.5m-9m","8k-60k","C2554","CN1139","2012.356.3",0,"profit",0.0330801560148963,0.076,0.0430984451907636,0.321012923186126,0.275680975041804,-3.14426835698337
"1804",1804,1,"Structural",100,"person","edu_exten_community",6.42743625922571,6.96602418710611,4.60517018598809,"Fixed Quote","director",1.5,2012,"1d-3wk","600-2.5k","C2839","CN1476","2012.358.3",0,"profit",0.0624769724826328,0.079,0.0580567932450137,0.396801518464687,0.281069386451104,-2.84633355365377
"1805",1805,3,"Structural",100,"town planner","art_facade_awn_memb",9.31083934780578,9.85416389608499,4.50069816439138,"Fixed Quote","midpro",0.861979166666667,2012,"9m-1.5y","8k-60k","C2811",NA,"2012.359.3",0,"profit",0.0533894684548711,0.08,0.0848921730664817,0.376546428175563,0.282842712474619,-2.46637337994426
"1806",1806,2,"Structural",100,"engineer","edu_exten_community",8.70084997491947,10.7442309075797,4.34885757328237,"Fixed Quote","seniorpro",0.447826086956522,2012,"2.5m-9m","2.5k-8k","C2887","CN1525","2012.363.3",0,"profit",0.0755209125511203,0.108,0.0646901431989258,0.422690424626058,0.3286335345031,-2.73814643531104
"1807",1807,1,"Structural",100,"architect","edu_exten_community",7.45705567640687,10.175078352088,4.60517018598809,"Fixed Quote","director",0.75,2012,"3wk-2.5m","600-2.5k","C2619",NA,"2012.364.3",0,"profit",0.136385029638903,0.016,0.0929614481839737,0.514741164605892,0.126491106406735,-2.37557040742874
"1808",1808,1,"Structural",100,"artist_landarch","residential",6.42743625922571,8.41396151927333,4.60517018598809,"Hourly Rate","director",0.5,2012,"1d-3wk","600-2.5k","C2425","CN1544","2012.368.3",0,"profit",0.0146710220826424,0.013,0.0270775210614583,0.244804909708758,0.114017542509914,-3.60905137643331
"1809",1809,4,"Structural",82.85,"sign_manufac","edu_exten_community",8.37334640828102,8.19790486211751,3.68887945411394,"Hourly Rate","director",1.02898550724638,2012,"2.5m-9m","2.5k-8k","C2723",NA,"2012.371.3",0,"profit",0.117420124760138,0.181,0.125420032470383,0.489682043844218,0.425440947723653,-2.07608691497411
"1810",1810,7,"Structural",64.37,"architect","hosp_health_carpark",10.3918144949878,8.96565903885552,3.48154773431581,"Fixed Quote","midpro",0.0586054704243463,2012,"1.5y-3y","8k-60k","C2973",NA,"2012.372.3",0,"profit",0.439174753896096,0.525,0.422283757212446,0.760114683695308,0.724568837309472,-0.862077780456713
"1811",1811,1,"Structural",100,"artist_landarch","art_facade_awn_memb",7.21589361958998,8.41396151927333,4.60517018598809,"Fixed Quote","director",0.5,2012,"1d-3wk","600-2.5k","C2425",NA,"2012.374.3",0,"profit",0.0197653481776757,0.027,0.0391392821836442,0.270376010988843,0.16431676725155,-3.2406286568951
"1812",1812,4,"Environmental Planning",100.01,"road_rail_gov_util","waste_wat_manage",11.4716997343019,10.2248497771565,4.40342113152804,"Fixed Quote","seniorpro",0.342243746780593,2012,"1.5y-3y","60k-1.8m","C2899","CN1220","2012.375.6",0,"profit",0.115147459244736,0.206,0.133842102747594,0.48650217536779,0.453872228716409,-2.01109451152147
"1813",1813,8,"Environmental Planning",86.22,"architect","residential",11.5449808689696,9.99913858333506,3.76699723337789,"Fixed Quote","director",2.21097093759518,2012,"9m-1.5y","60k-1.8m","C2250","CN1618","2012.377.6",0,"profit",0.388693991708427,0.329,0.587733743823229,0.729797899710495,0.573585215987999,-0.531481250263081
"1814",1814,2,"Structural",100,"builder","edu_exten_community",7.69203368536808,10.4423570452036,4.60517018598809,"Fixed Quote","director",0.475694444444444,2012,"2.5m-9m","600-2.5k","C2297",NA,"2012.378.3",0,"profit",0.222808640355302,0.169,0.111941205417785,0.60623919253401,0.411096095821889,-2.1897814971493
"1815",1815,1,"Structural",100,"architect","edu_exten_community",7.16140543430591,8.13707121597169,4.60517018598809,"Hourly Rate","director",0.302083333333333,2012,"1d-3wk","600-2.5k","C2049","CN1145","2012.379.3",0,"profit",0.0243812753190961,0.005,0.0414151764534496,0.28996937972022,0.0707106781186548,-3.18410788432407
"1816",1816,9,"Environmental Planning",98.09,"artist_landarch","flood_h2o_harvest",10.8939093523518,11.3285196977178,4.27916299921464,"Fixed Quote","gradpro",0.133698719340135,2012,"1.5y-3y","8k-60k","C2544","CN1791","2012.381.6",0,"profit",0.428924998924221,0.337,0.184315666035309,0.754154719053814,0.580517010948,-1.69110541501435
"1817",1817,4,"Environmental Planning",83.91,"architect","waste_wat_manage",9.24856709900088,8.81488747399474,3.83189696094886,"Hourly Rate","seniorpro",0.436564504632929,2012,"9m-1.5y","8k-60k","C2725","CN1365","2012.386.6",0,"profit",0.307205340991191,0.287,0.272896410062543,0.674750042606269,0.535723809439155,-1.29866300612702
